name,type,condition,accuracy
kh50_corners,trial_corners_forced,24,0.6065573770491803
kh51_corners,trial_corners_forced,24,0.6231884057971014
kh52_corners,trial_corners_forced,24,0.8690476190476191
laurilab,trial_corners_forced,24,0.8717948717948718
otto,trial_corners_forced,24,0.875
Samuel,trial_corners_forced,24,0.881578947368421
teemu,trial_corners_forced,24,0.7162162162162162
tero_eta,trial_corners_forced,24,0.891566265060241
anni_cor,trial_corners_forced,13,0.7922077922077922
corners_kh38,trial_corners_forced,13,0.7816091954022989
corners_kh39,trial_corners_forced,13,0.8108108108108109
corners_kh40,trial_corners_forced,13,0.9072164948453608
corners_kh41,trial_corners_forced,13,0.8076923076923077
corners_kh42,trial_corners_forced,13,0.6712328767123288
corners_kh43,trial_corners_forced,13,0.7692307692307693
corners_kh44,trial_corners_forced,13,0.7790697674418605
corners_kh45,trial_corners_forced,13,0.7638888888888888
corners_kh46,trial_corners_forced,13,0.7391304347826086
corners_kh47,trial_corners_forced,13,0.7804878048780488
corners_kh53,trial_corners_forced,13,0.7738095238095238
corners_kh54,trial_corners_forced,13,0.7956989247311828
kh00_corners,trial_corners_forced,13,0.8192771084337349
kh25_corners,trial_corners_forced,13,0.7578947368421053
kh26_corners,trial_corners_forced,13,0.7865168539325843
kh27_corners,trial_corners_forced,13,0.7555555555555555
kh28_corners,trial_corners_forced,13,0.8901098901098901
kh29_corners,trial_corners_forced,13,0.8888888888888888
kh30_corners,trial_corners_forced,13,0.7380952380952381
kh31_corners,trial_corners_forced,13,0.8414634146341463
kh33_corners,trial_corners_forced,13,0.8518518518518519
kh34_corners,trial_corners_forced,13,0.8390804597701149
kh35_corners,trial_corners_forced,13,0.8235294117647058
kh36_corners,trial_corners_forced,13,0.9263157894736842
kh37_corners,trial_corners_forced,13,0.7761194029850746
kh48_corners,trial_corners_forced,13,0.8409090909090909
kh49_corners,trial_corners_forced,13,0.7676767676767676
kh50_corners,trial_corners_forced,13,0.6413043478260869
kh51_corners,trial_corners_forced,13,0.68
kh52_corners,trial_corners_forced,13,0.7717391304347826
laurilab,trial_corners_forced,13,0.8297872340425532
otto,trial_corners_forced,13,0.8674698795180723
Samuel,trial_corners_forced,13,0.803030303030303
teemu,trial_corners_forced,13,0.7027027027027027
tero_eta,trial_corners_forced,13,0.9176470588235294
